item,utility,twu,utility_percent,frequency,frequency_percent,support,category
PINK FLORAL FELTCRAFT SHOULDER BAG,3675.330000000001,269627.02000000014,0.040722876022249596,246,1.3650740802397203,0.013650740802397204,Stars (High Utility + High Freq)
ILLUSTRATED CAT BOWL ,3669.120000000007,153620.41999999998,0.04065406885116621,111,0.6159480605959714,0.006159480605959714,Khác
FILIGRIS HEART WITH BUTTERFLY,3666.040000000002,203562.16000000032,0.040619942267118306,205,1.1375617335331,0.011375617335331002,Stars (High Utility + High Freq)
VINTAGE CREAM 3 BASKET CAKE STAND,3661.3,104630.12100000001,0.040567422783875845,140,0.7768714277787027,0.007768714277787026,Khác
LUNCH BOX WITH CUTLERY RETROSPOT ,3658.570000000012,535420.2600000004,0.04053717422074267,366,2.030963875478608,0.020309638754786082,Stars (High Utility + High Freq)
VINTAGE CHRISTMAS CAKE FRILL,3646.48,236787.17000000013,0.040403216298295026,148,0.8212640807946284,0.008212640807946285,Stars (High Utility + High Freq)
JUMBO BAG SCANDINAVIAN PAISLEY,3646.1200000000026,143593.50000000012,0.04039922747678297,138,0.7657732645247212,0.007657732645247212,Khác
LARGE RED RETROSPOT WINDMILL,3641.2899999999972,139170.67000000013,0.040345710788162445,128,0.7102824482548138,0.007102824482548138,Khác
PINK POLKADOT BOWL,3635.740000000004,499099.2200000002,0.04028421645651788,285,1.5814882636923588,0.01581488263692359,Stars (High Utility + High Freq)
TOILET SIGN OCCUPIED OR VACANT,3634.2600000000093,642812.1700000013,0.04026781796807937,428,2.3750069363520336,0.023750069363520337,Stars (High Utility + High Freq)
BICYCLE PUNCTURE REPAIR KIT ,3630.310000000001,136257.61000000004,0.0402240517320439,107,0.5937517340880084,0.005937517340880084,Khác
PLASTERS IN TIN CIRCUS PARADE ,3629.5600000000113,383667.93,0.04021574168722718,367,2.036512957105599,0.02036512957105599,Stars (High Utility + High Freq)
RED RETROSPOT OVEN GLOVE DOUBLE,3608.7299999999973,368699.4910000001,0.039984944042513904,245,1.3595249986127296,0.013595249986127296,Stars (High Utility + High Freq)
FELTCRAFT PRINCESS OLIVIA DOLL,3607.1200000000013,300528.68000000046,0.03996710514630713,261,1.4483103046445813,0.014483103046445813,Stars (High Utility + High Freq)
SET OF 4 ENGLISH ROSE PLACEMATS,3605.7200000000043,496875.1000000004,0.03995159306264905,279,1.5481937739304146,0.015481937739304145,Stars (High Utility + High Freq)
SET OF 6 T-LIGHTS SANTA,3604.1999999999953,315362.99000000046,0.039934751371820155,192,1.0654236723822208,0.010654236723822208,Stars (High Utility + High Freq)
STRAWBERRY   PICNIC BAG,3602.2,172785.17000000007,0.03991259125230862,223,1.2374452028189333,0.012374452028189334,Stars (High Utility + High Freq)
 SPACEBOY BABY GIFT SET,3602.1999999999957,228688.20000000016,0.039912591252308574,134,0.7435769380167583,0.007435769380167582,Khác
HOLIDAY FUN LUDO,3598.6400000000003,313611.0700000002,0.039873146239578015,180,0.998834692858332,0.00998834692858332,Stars (High Utility + High Freq)
COLOURED GLASS STAR T-LIGHT HOLDER,3584.9100000000017,107897.54000000012,0.03972101701913103,52,0.28855224460351814,0.002885522446035181,Khác
EMPIRE DESIGN ROSETTE,3581.42,12171.23,0.0396823476105833,26,0.14427612230175907,0.0014427612230175906,Khác
PANTRY MAGNETIC  SHOPPING LIST,3569.9499999999975,506661.0000000003,0.039555259325184354,411,2.2806725486931914,0.02280672548693191,Stars (High Utility + High Freq)
CHILDRENS APRON APPLES DESIGN,3569.919999999998,424251.1200000002,0.03955492692339168,304,1.6869208146051826,0.016869208146051827,Stars (High Utility + High Freq)
BREAD BIN DINER STYLE MINT,3569.479999999998,82268.15000000004,0.03955005169709914,99,0.5493590810720826,0.005493590810720826,Khác
12 PENCILS SMALL TUBE RED RETROSPOT,3569.469999999994,293371.5609999999,0.03954994089650153,339,1.8811386715498584,0.018811386715498583,Stars (High Utility + High Freq)
SET OF 5 LUCKY CAT MAGNETS ,3554.6300000000056,409031.09000000067,0.039385512809725735,220,1.2207979579379613,0.012207979579379613,Stars (High Utility + High Freq)
SKULL LUNCH BOX WITH CUTLERY ,3553.8700000000117,487256.05000000005,0.0393770919643114,353,1.9588258143277286,0.019588258143277287,Stars (High Utility + High Freq)
CREAM SWEETHEART EGG HOLDER,3550.120000000003,130075.06000000003,0.03933554174022708,154,0.8545585705565729,0.008545585705565729,Stars (High Utility + High Freq)
SET 10 NIGHT OWL LIGHTS,3543.179999999998,347199.75000000006,0.03925864612552185,161,0.893402141945508,0.00893402141945508,Stars (High Utility + High Freq)
EDWARDIAN PARASOL PINK,3542.1999999999975,160215.64000000016,0.039247787666961166,138,0.7657732645247212,0.007657732645247212,Khác
LARGE ANTIQUE WHITE PHOTO FRAME,3536.580000000001,91653.30000000002,0.03918551773113366,123,0.6825370401198602,0.006825370401198602,Khác
ANTIQUE TALL SWIRLGLASS TRINKET POT,3519.490000000003,309827.47000000003,0.03899615950990722,200,1.1098163253981466,0.011098163253981465,Stars (High Utility + High Freq)
ENCHANTED BIRD COATHANGER 5 HOOK,3517.0900000000074,253476.3300000001,0.038969567366493374,231,1.2818378558348593,0.012818378558348593,Stars (High Utility + High Freq)
BREAD BIN DINER STYLE PINK,3515.9499999999985,79846.05000000002,0.038956936098371676,97,0.538260917818101,0.005382609178181011,Khác
LARGE CAKE TOWEL PINK SPOTS,3512.85,205498.1400000002,0.03892258791312874,125,0.6936352033738417,0.006936352033738416,Khác
WOODEN STAR CHRISTMAS SCANDINAVIAN,3512.6500000000055,578085.1900000002,0.03892037190117765,479,2.6580100993285614,0.026580100993285612,Stars (High Utility + High Freq)
VINTAGE CHRISTMAS TABLECLOTH,3511.4600000000005,147523.09000000003,0.038907186630068195,103,0.5715554075800455,0.005715554075800455,Khác
POPPY'S PLAYHOUSE BEDROOM ,3503.489999999993,610554.3500000001,0.03881887855381447,364,2.0198657122246266,0.020198657122246267,Stars (High Utility + High Freq)
RIBBON REEL SNOWY VILLAGE,3500.57,593022.9200000004,0.03878652477932763,264,1.4649575495255536,0.014649575495255536,Stars (High Utility + High Freq)
IVORY GIANT GARDEN THERMOMETER,3490.2500000000045,153345.3,0.03867217856264793,187,1.037678264247267,0.010376782642472672,Stars (High Utility + High Freq)
EASTER CRAFT 4 CHICKS ,3470.1500000000065,131980.08000000005,0.038449469361556556,174,0.9655402030963876,0.009655402030963876,Stars (High Utility + High Freq)
ANTIQUE SILVER BAUBLE LAMP  ,3468.8300000000004,80632.14000000007,0.03843484368267885,74,0.4106320403973142,0.004106320403973142,Khác
S/6 WOODEN SKITTLES IN COTTON BAG,3465.909999999998,291085.1000000003,0.03840248990819191,219,1.2152488763109706,0.012152488763109705,Stars (High Utility + High Freq)
SCANDINAVIAN REDS RIBBONS,3463.0700000000006,684240.9300000005,0.0383710225384855,411,2.2806725486931914,0.02280672548693191,Stars (High Utility + High Freq)
CAMOUFLAGE DESIGN TEDDY,3448.0500000000006,15013.83,0.038204600040953524,36,0.19976693857166639,0.001997669385716664,Khác
SET OF 2 TEA TOWELS APPLE AND PEARS,3441.4000000000033,313244.39000000013,0.03813091764357754,220,1.2207979579379613,0.012207979579379613,Stars (High Utility + High Freq)
ZINC HERB GARDEN CONTAINER,3435.390000000001,120642.44000000006,0.038064326484445216,198,1.0987181621441653,0.010987181621441652,Stars (High Utility + High Freq)
PEG BAG APPLES DESIGN,3435.1100000000088,356255.42999999976,0.03806122406771368,269,1.4927029576605073,0.014927029576605072,Stars (High Utility + High Freq)
VINTAGE BLUE KITCHEN CABINET,3435.0,11312.7,0.03806000526114045,18,0.09988346928583319,0.000998834692858332,Khác
GINGHAM HEART DECORATION,3432.519999999997,399811.43000000017,0.03803252671294605,385,2.1363964263914323,0.021363964263914324,Stars (High Utility + High Freq)
CABIN BAG VINTAGE RETROSPOT,3428.670000000001,87467.61000000007,0.0379898684828863,46,0.2552577548415737,0.002552577548415737,Khác
MIRRORED DISCO BALL ,3423.15,47766.32,0.03792870655303433,132,0.7324787747627768,0.007324787747627768,Khác
WATERING CAN BLUE ELEPHANT,3421.5100000000007,309309.5700000002,0.03791053525503484,292,1.6203318350812939,0.01620331835081294,Stars (High Utility + High Freq)
PHARMACIE FIRST AID TIN,3416.409999999997,285867.12000000017,0.03785402695028027,147,0.8157149991676377,0.008157149991676377,Khác
MINI LIGHTS WOODLAND MUSHROOMS,3414.940000000002,303997.81000000023,0.037837739262439316,155,0.8601076521835637,0.008601076521835636,Stars (High Utility + High Freq)
HOME SWEET HOME METAL SIGN ,3411.2799999999957,272432.1299999999,0.03779718624373305,251,1.392819488374674,0.01392819488374674,Stars (High Utility + High Freq)
BAG 125g SWIRLY MARBLES,3406.669999999994,373356.0400000003,0.03774610716825884,275,1.5259974474224516,0.015259974474224516,Stars (High Utility + High Freq)
GAOLERS KEYS DECORATIVE GARDEN ,3404.48,127206.74000000003,0.03772184183739372,207,1.1486598967870818,0.011486598967870817,Stars (High Utility + High Freq)
COLOURING PENCILS BROWN TUBE,3396.9100000000044,449725.2000000001,0.037637965785042436,320,1.7757061206370346,0.017757061206370345,Stars (High Utility + High Freq)
MISTLETOE HEART WREATH GREEN,3396.579999999998,176945.51999999996,0.03763430936532296,173,0.9599911214693968,0.009599911214693968,Stars (High Utility + High Freq)
IVORY WICKER HEART LARGE,3395.8600000000038,235037.66,0.03762633172229885,278,1.5426446923034238,0.015426446923034237,Stars (High Utility + High Freq)
ROUND CAKE TIN VINTAGE GREEN,3378.7700000000027,201439.08999999994,0.037436973501072376,194,1.076521835636202,0.010765218356362021,Stars (High Utility + High Freq)
TRADTIONAL ALPHABET STAMP SET,3378.4600000000023,151121.04,0.037433538682548076,160,0.8878530603185173,0.008878530603185173,Stars (High Utility + High Freq)
RETROSPOT GIANT TUBE MATCHES,3371.100000000001,67708.33999999998,0.03735198944274544,128,0.7102824482548138,0.007102824482548138,Khác
RED RETROSPOT BUTTER DISH,3370.799999999994,148094.04000000015,0.03734866542481863,203,1.1264635702791188,0.011264635702791188,Stars (High Utility + High Freq)
REGENCY SUGAR TONGS,3368.3800000000047,337644.42,0.03732185168020973,185,1.0265801009932856,0.010265801009932856,Stars (High Utility + High Freq)
ROTATING LEAVES T-LIGHT HOLDER,3362.5800000000027,708766.970000001,0.03725758733362613,299,1.6591754064702293,0.016591754064702292,Stars (High Utility + High Freq)
RECYCLED ACAPULCO MAT GREEN,3362.550000000002,139016.6800000001,0.03725725493183345,176,0.9766383663503689,0.00976638366350369,Stars (High Utility + High Freq)
VINTAGE PAISLEY STATIONERY SET,3359.7700000000063,670600.0500000013,0.0372264523657124,422,2.341712446590089,0.023417124465900892,Stars (High Utility + High Freq)
NOVELTY BISCUITS CAKE STAND 3 TIER,3355.2699999999963,194970.60000000015,0.03717659209681123,149,0.8268131624216193,0.008268131624216192,Stars (High Utility + High Freq)
GLASS APOTHECARY BOTTLE TONIC,3344.7100000000023,293218.9099999999,0.037059586665790144,211,1.1708562232950446,0.011708562232950446,Stars (High Utility + High Freq)
VINTAGE  2 METRE FOLDING RULER,3331.1500000000037,342391.00000000035,0.03690934105550164,149,0.8268131624216193,0.008268131624216192,Stars (High Utility + High Freq)
FOUR HOOK  WHITE LOVEBIRDS,3329.24,545006.9410000001,0.036888178141368036,380,2.1086510182564786,0.021086510182564785,Stars (High Utility + High Freq)
"DIAMANTE HEART SHAPED WALL MIRROR, ",3328.1999999999966,351664.4200000003,0.03687665487922198,146,0.8101659175406469,0.00810165917540647,Khác
METAL SIGN DROP YOUR PANTS,3294.1500000000005,283609.2899999999,0.036499378844537356,199,1.1042672437711558,0.011042672437711558,Stars (High Utility + High Freq)
CHRISTMAS PUDDING TRINKET POT ,3286.03,434691.30000000045,0.03640940875932034,230,1.2762887742078686,0.012762887742078685,Stars (High Utility + High Freq)
CHARLIE AND LOLA FIGURES TINS,3282.99,262464.7810000002,0.03637572537766273,205,1.1375617335331,0.011375617335331002,Stars (High Utility + High Freq)
FANCY FONTS BIRTHDAY WRAP,3272.5,146543.10000000006,0.036259495550824486,219,1.2152488763109706,0.012152488763109705,Stars (High Utility + High Freq)
PICTURE DOMINOES,3272.0800000000013,612556.2500000003,0.03625484192572707,314,1.7424116308750903,0.017424116308750903,Stars (High Utility + High Freq)
RED RETROSPOT TRADITIONAL TEAPOT ,3268.0900000000033,93524.46000000004,0.03621063248730149,132,0.7324787747627768,0.007324787747627768,Khác
SET OF 16 VINTAGE PISTACHIO CUTLERY,3267.2400000000007,170979.37000000008,0.03620121443650904,94,0.5216136729371289,0.005216136729371289,Khác
MOROCCAN TEA GLASS,3265.5399999999995,117563.41000000002,0.03618237833492418,117,0.6492425503579158,0.006492425503579158,Khác
GLASS  BEURRE DISH,3264.25,225424.27000000005,0.03616808505783922,199,1.1042672437711558,0.011042672437711558,Stars (High Utility + High Freq)
DOORMAT PEACE ON EARTH BLUE,3243.21,53863.969999999994,0.03593496060057738,25,0.13872704067476832,0.0013872704067476832,Khác
CAKE PLATE LOVEBIRD WHITE,3242.9999999999964,268886.1200000003,0.03593263378802863,205,1.1375617335331,0.011375617335331002,Stars (High Utility + High Freq)
3 PIECE SPACEBOY COOKIE CUTTER SET,3239.7899999999977,416038.13000000047,0.03589706679621256,320,1.7757061206370346,0.017757061206370345,Stars (High Utility + High Freq)
FINE WICKER HEART ,3238.3500000000017,244585.62999999992,0.035881111510164265,235,1.304034182342822,0.013040341823428222,Stars (High Utility + High Freq)
PINK 3 PIECE POLKADOT CUTLERY SET,3234.109999999999,138927.82000000007,0.03583413205679968,108,0.5993008157149992,0.005993008157149992,Khác
HEART SHAPED HOLLY WREATH,3231.249999999998,180543.9400000001,0.03580244308589811,159,0.8823039786915265,0.008823039786915265,Stars (High Utility + High Freq)
PARISIENNE SEWING BOX,3231.0400000000004,122702.5200000001,0.03580011627334942,116,0.643693468730925,0.00643693468730925,Khác
BOYS VINTAGE TIN SEASIDE BUCKET,3216.5200000000086,383166.5800000005,0.03563923380569543,228,1.2651906109538873,0.012651906109538872,Stars (High Utility + High Freq)
COFFEE MUG DOG + BALL DESIGN,3215.410000000003,222144.73000000016,0.035626934939366445,186,1.0321291826202763,0.010321291826202764,Stars (High Utility + High Freq)
SET 40 HEART SHAPE PETIT FOUR CASES,3209.780000000003,111135.94000000003,0.03556455420294134,128,0.7102824482548138,0.007102824482548138,Khác
CLASSIC CHROME BICYCLE BELL ,3208.3200000000015,204642.54000000024,0.03554837731569787,175,0.9710892847233784,0.009710892847233784,Stars (High Utility + High Freq)
ROLL WRAP VINTAGE SPOT ,3206.3300000000027,336876.1399999997,0.03552632799678386,288,1.598135508573331,0.015981355085733312,Stars (High Utility + High Freq)
PARISIENNE KEY CABINET ,3201.7800000000016,201966.36000000022,0.035475913724895,226,1.2540924476999056,0.012540924476999057,Stars (High Utility + High Freq)
EMBOSSED GLASS TEALIGHT HOLDER,3199.750000000002,269556.37000000005,0.03545342120359075,205,1.1375617335331,0.011375617335331002,Stars (High Utility + High Freq)
BUFFALO BILL TREASURE BOOK BOX,3195.029999999999,243215.56000000008,0.03540112332154338,161,0.893402141945508,0.00893402141945508,Stars (High Utility + High Freq)
GREEN CHRISTMAS TREE CARD HOLDER,3190.38,328732.69000000024,0.03534960104367897,189,1.0487764275012486,0.010487764275012485,Stars (High Utility + High Freq)
CHARLIE+LOLA PINK HOT WATER BOTTLE,3178.479999999987,806279.5400000009,0.03521774833258492,305,1.6924698962321734,0.016924698962321735,Stars (High Utility + High Freq)
TREASURE TIN GYMKHANA DESIGN,3162.510000000002,460276.8600000002,0.035040799778285114,319,1.7701570390100438,0.017701570390100438,Stars (High Utility + High Freq)
SET/6 RED SPOTTY PAPER CUPS,3147.0400000000077,389937.39999999997,0.0348693912538631,320,1.7757061206370346,0.017757061206370345,Stars (High Utility + High Freq)
SET 3 WICKER STORAGE BASKETS ,3145.699999999995,47642.08000000001,0.03485454397379019,69,0.3828866322623606,0.003828866322623606,Khác
POTTING SHED TEA MUG,3142.249999999999,369932.77000000037,0.03481631776763276,295,1.636979079962266,0.016369790799622662,Stars (High Utility + High Freq)
ROUND SNACK BOXES SET OF 4 SKULLS,3142.100000000001,560138.1700000004,0.03481465575866941,259,1.4372121413905998,0.014372121413905998,Stars (High Utility + High Freq)
"TRAY, BREAKFAST IN BED",3141.76,75779.76000000002,0.03481088853835244,71,0.393984795516342,0.00393984795516342,Khác
FELTCRAFT GIRL NICOLE KIT,3135.0000000000014,149104.80000000005,0.03473598733440331,168,0.9322457133344432,0.009322457133344432,Stars (High Utility + High Freq)
DOORMAT CHRISTMAS VILLAGE,3123.22,136536.24000000014,0.034605464230480075,47,0.26080683646856445,0.0026080683646856444,Khác
RETRO COFFEE MUGS ASSORTED,3115.5700000000006,185177.60000000018,0.03452070177334829,154,0.8545585705565729,0.008545585705565729,Stars (High Utility + High Freq)
GLASS APOTHECARY BOTTLE ELIXIR,3113.830000000001,290819.9,0.03450142246937321,198,1.0987181621441653,0.010987181621441652,Stars (High Utility + High Freq)
SET OF 6 NATIVITY MAGNETS ,3112.1800000000026,167976.69999999992,0.03448314037077618,143,0.7935186726596748,0.007935186726596748,Khác
GREEN METAL BOX ARMY SUPPLIES,3104.5000000000014,161915.3399999999,0.034398045511851695,120,0.665889795238888,0.00665889795238888,Khác
PACK 3 BOXES BIRD PANNETONE ,3099.9400000000055,225046.06000000014,0.034347520439365335,164,0.9100493868264802,0.009100493868264802,Stars (High Utility + High Freq)
6 GIFT TAGS 50'S CHRISTMAS ,3099.0600000000077,484277.3500000001,0.034337769986780266,292,1.6203318350812939,0.01620331835081294,Stars (High Utility + High Freq)
FRENCH ENAMEL CANDLEHOLDER,3097.1899999999964,349239.21000000037,0.034317050275036814,281,1.559291937184396,0.01559291937184396,Stars (High Utility + High Freq)
BATHROOM METAL SIGN,3096.4599999999955,837504.6500000001,0.034308961831415075,617,3.4237833638532824,0.034237833638532826,Stars (High Utility + High Freq)
RECYCLED ACAPULCO MAT RED,3071.840000000001,141015.88999999996,0.03403617076022757,152,0.8434604073025913,0.008434604073025914,Stars (High Utility + High Freq)
WHITE WICKER STAR ,3066.979999999995,212575.10000000012,0.033982321669814367,289,1.603684590200322,0.01603684590200322,Stars (High Utility + High Freq)
FELTCRAFT DOLL EMILY,3040.929999999997,269487.45999999996,0.033693686113176045,245,1.3595249986127296,0.013595249986127296,Stars (High Utility + High Freq)
CINDERELLA CHANDELIER ,3033.16,24222.75,0.03360759404887358,20,0.11098163253981466,0.0011098163253981466,Khác
SWEETHEART BIRD HOUSE,3032.9099999999994,96791.20999999998,0.03360482403393463,91,0.5049664280561567,0.005049664280561567,Khác
HOME SWEET HOME CUSHION COVER ,3027.909999999999,183214.11000000013,0.033549423735155674,217,1.204150713056989,0.01204150713056989,Stars (High Utility + High Freq)
SWEETHEART 3 TIER CAKE STAND ,3020.83,184511.65000000002,0.033470976912084685,144,0.7990677542866655,0.007990677542866656,Khác
CHILDS BREAKFAST SET CIRCUS PARADE,3020.5600000000004,125836.07999999996,0.03346798529595063,142,0.787969591032684,0.00787969591032684,Khác
SET OF 12 MINI LOAF BAKING CASES,3014.6600000000026,470013.95999999996,0.03340261294339149,384,2.1308473447644416,0.021308473447644416,Stars (High Utility + High Freq)
FLORAL FOLK STATIONERY SET,3012.0900000000065,777393.2500000012,0.03337413718981915,408,2.264025303812219,0.022640253038122192,Stars (High Utility + High Freq)
HAPPY STENCIL CRAFT,3001.790000000001,217423.14,0.03326001257433445,269,1.4927029576605073,0.014927029576605072,Stars (High Utility + High Freq)
OFFICE MUG WARMER BLACK+SILVER ,2999.6099999999983,278657.83000000025,0.0332358580440668,126,0.6991842850008324,0.006991842850008324,Khác
DOLLY GIRL BABY GIFT SET,2996.759999999999,109352.3500000001,0.033204279873762794,89,0.4938682648021752,0.004938682648021752,Khác
VICTORIAN  METAL POSTCARD SPRING,2994.7499999999995,116274.2100000001,0.03318200895365366,163,0.9045003051994895,0.009045003051994896,Stars (High Utility + High Freq)
HANGING METAL STAR LANTERN,2994.74,261871.2,0.03318189815305611,188,1.0432273458742578,0.010432273458742577,Stars (High Utility + High Freq)
SMALL RED RETROSPOT WINDMILL,2993.4100000000026,193157.66000000003,0.03316716167358094,191,1.05987459075523,0.0105987459075523,Stars (High Utility + High Freq)
DECORATIVE WICKER HEART LARGE,2987.0400000000022,216276.48999999996,0.033096581692936555,228,1.2651906109538873,0.012651906109538872,Stars (High Utility + High Freq)
IVORY HANGING DECORATION  HEART,2985.2300000000073,399741.1900000004,0.033076526784778626,311,1.725764385994118,0.01725764385994118,Stars (High Utility + High Freq)
DRAWER KNOB CRACKLE GLAZE IVORY,2983.0800000000027,121493.46000000006,0.033052704656303625,179,0.9932856112313413,0.009932856112313412,Stars (High Utility + High Freq)
ABC TREASURE BOOK BOX ,2972.279999999999,258058.08,0.03293304001094104,185,1.0265801009932856,0.010265801009932856,Stars (High Utility + High Freq)
RIBBON REEL CHRISTMAS SOCK BAUBLE,2972.1200000000003,674712.5600000003,0.032931267201380135,292,1.6203318350812939,0.01620331835081294,Stars (High Utility + High Freq)
ALPHABET STENCIL CRAFT,2969.770000000001,194156.19000000003,0.032905229060954035,178,0.9877365296043504,0.009877365296043505,Stars (High Utility + High Freq)
CITRONELLA CANDLE GARDEN POT,2969.4000000000005,251490.8300000001,0.03290112943884439,223,1.2374452028189333,0.012374452028189334,Stars (High Utility + High Freq)
LARGE HEART MEASURING SPOONS,2962.809999999997,598362.0100000005,0.032828111845053694,341,1.8922368348038399,0.0189223683480384,Stars (High Utility + High Freq)
GLASS CLOCHE SMALL,2957.219999999998,116692.03000000004,0.03276617431101883,133,0.7380278563897674,0.007380278563897675,Khác
SET/3 VANILLA SCENTED CANDLE IN BOX,2956.999999999998,216544.4500000001,0.03276373669787256,151,0.8379113256756008,0.008379113256756008,Stars (High Utility + High Freq)
RED RETROSPOT SUGAR JAM BOWL,2954.970000000003,187736.26000000004,0.03274124417656836,209,1.1597580600410633,0.011597580600410632,Stars (High Utility + High Freq)
CHILDRENS CUTLERY DOLLY GIRL ,2950.5599999999963,152170.77000000005,0.032692381113045246,195,1.0820709172631928,0.010820709172631929,Stars (High Utility + High Freq)
RED BABY BUNTING ,2947.6999999999985,296416.10000000015,0.03266069214214371,210,1.165307141668054,0.01165307141668054,Stars (High Utility + High Freq)
BLUE POLKADOT BOWL,2945.2700000000027,413403.1200000002,0.03263376759693718,275,1.5259974474224516,0.015259974474224516,Stars (High Utility + High Freq)
SET OF 36 TEATIME PAPER DOILIES,2943.5200000000063,376220.8100000004,0.032614377492364593,291,1.6147827534543036,0.016147827534543035,Stars (High Utility + High Freq)
6 GIFT TAGS VINTAGE CHRISTMAS ,2939.530000000007,432467.17,0.032570168053938996,289,1.603684590200322,0.01603684590200322,Stars (High Utility + High Freq)
BELLE JARDINIERE CUSHION COVER,2938.3299999999986,211168.87100000007,0.03255687198223195,195,1.0820709172631928,0.010820709172631929,Stars (High Utility + High Freq)
TROPICAL  HONEYCOMB PAPER GARLAND ,2926.6200000000013,121300.78000000014,0.03242712448249167,99,0.5493590810720826,0.005493590810720826,Khác
BUNDLE OF 3 RETRO NOTE BOOKS,2907.5400000000045,264491.29999999993,0.03221571694235123,249,1.3817213251206926,0.013817213251206925,Stars (High Utility + High Freq)
SET OF 6 T-LIGHTS SNOWMEN,2904.079999999998,257018.61000000004,0.03217737993559612,159,0.8823039786915265,0.008823039786915265,Stars (High Utility + High Freq)
BABUSHKA LIGHTS STRING OF 10,2894.269999999999,213652.59999999998,0.03206868454939183,142,0.787969591032684,0.00787969591032684,Khác
VINTAGE  2 METER FOLDING RULER,2892.220000000004,135353.5200000001,0.032045970426892514,172,0.954442039842406,0.00954442039842406,Stars (High Utility + High Freq)
CIRCUS PARADE LUNCH BOX ,2889.0200000000077,574246.4300000002,0.03201051423567402,300,1.66472448809722,0.0166472448809722,Stars (High Utility + High Freq)
GLASS JAR ENGLISH CONFECTIONERY,2889.019999999993,315620.6200000003,0.032010514235673866,207,1.1486598967870818,0.011486598967870817,Stars (High Utility + High Freq)
FIRST AID TIN,2886.2300000000014,146312.8,0.0319796008689553,151,0.8379113256756008,0.008379113256756008,Stars (High Utility + High Freq)
SET OF 3 BLACK FLYING DUCKS,2879.009999999998,167987.44000000003,0.03189960283751845,110,0.6103989789689807,0.006103989789689806,Khác
LUNCH BAG SUKI  DESIGN ,2878.360000000002,183770.33,0.03189240079867723,179,0.9932856112313413,0.009932856112313412,Stars (High Utility + High Freq)
TEA TIME KITCHEN APRON,2861.149999999998,128709.57100000004,0.03170171297028003,112,0.621497142222962,0.006214971422229621,Khác
RIBBON REEL HEARTS DESIGN ,2859.2400000000016,446189.1500000005,0.03168055005614651,302,1.6758226513512016,0.016758226513512015,Stars (High Utility + High Freq)
RETROSPOT LAMP,2852.389999999999,90884.64000000004,0.03160465164681932,133,0.7380278563897674,0.007380278563897675,Khác
SET 3 PAPER VINTAGE CHICK PAPER EGG,2842.9499999999985,90567.26000000002,0.031500055882724656,168,0.9322457133344432,0.009322457133344432,Stars (High Utility + High Freq)
GLASS CLOCHE LARGE,2842.7300000000005,70902.71000000004,0.0314976182695784,56,0.310748571111481,0.0031074857111148104,Khác
S/4 CACTI CANDLES,2839.279999999997,370118.9800000003,0.03145939206342088,154,0.8545585705565729,0.008545585705565729,Stars (High Utility + High Freq)
ENAMEL WATERING CAN CREAM,2833.090000000004,154203.31999999998,0.03139080649353262,178,0.9877365296043504,0.009877365296043505,Stars (High Utility + High Freq)
VINTAGE UNION JACK APRON,2828.3100000000013,260438.6600000001,0.03133784380789991,162,0.8989512235724988,0.008989512235724988,Stars (High Utility + High Freq)
SET OF 36 PAISLEY FLOWER DOILIES,2824.7500000000077,458432.4100000008,0.031298398795169366,326,1.809000610398979,0.01809000610398979,Stars (High Utility + High Freq)
STRAWBERRY SHOPPER BAG,2820.4800000000055,641762.0300000005,0.03125108694001212,391,2.1696909161533764,0.021696909161533766,Stars (High Utility + High Freq)
GYMKHANA TREASURE BOOK BOX,2816.9799999999977,264891.6000000001,0.03121230673086676,183,1.015481937739304,0.010154819377393041,Stars (High Utility + High Freq)
STRAWBERRY FAIRY CAKE TEAPOT,2815.129999999997,199735.25100000002,0.031191808620318544,171,0.9488929582154153,0.009488929582154153,Stars (High Utility + High Freq)
CHRISTMAS HANGING STAR WITH BELL,2794.309999999997,442846.67000000074,0.03096112177620299,249,1.3817213251206926,0.013817213251206925,Stars (High Utility + High Freq)
GLASS HEART T-LIGHT HOLDER ,2794.0800000000027,346644.3800000003,0.030958573362459215,208,1.1542089784140726,0.011542089784140725,Stars (High Utility + High Freq)
PANTRY SCRUBBING BRUSH,2793.860000000005,313074.03000000014,0.03095613574931297,258,1.4316630597636093,0.014316630597636092,Stars (High Utility + High Freq)
12 MESSAGE CARDS WITH ENVELOPES,2786.170000000002,312623.35000000027,0.0308709300897909,241,1.3373286721047666,0.013373286721047666,Stars (High Utility + High Freq)
CARDHOLDER HOLLY WREATH METAL,2783.400000000001,317417.7000000001,0.030840238324267355,130,0.7213806115087953,0.007213806115087953,Khác
PLAYING CARDS JUBILEE UNION JACK,2778.8900000000003,272487.7099999999,0.030790267254768734,201,1.1153654070251373,0.011153654070251373,Stars (High Utility + High Freq)
WALL TIDY RETROSPOT ,2757.5700000000106,634848.7210000004,0.03055404038077539,262,1.453859386271572,0.01453859386271572,Stars (High Utility + High Freq)
RECYCLED ACAPULCO MAT BLUE,2753.2400000000016,133717.68000000008,0.03050606372203272,144,0.7990677542866655,0.007990677542866656,Khác
RED DRAWER KNOB ACRYLIC EDWARDIAN,2751.750000000002,189078.9400000001,0.030489554432996592,131,0.726929693135786,0.00726929693135786,Khác
